Progress,CreationClass,Batch,Id,DisplayName,Type,Rarity,Cost,Tags,SharedPool,SharedPoolStock,Faces,Hooks,EffectType,Conditions,TargetRule,Parameters,Duration,ValidationNotes,TechnicalRisk,DesignNotes
validated,ReadyNow,B2,module.flat.adder,Additionneur,Module,Common,3,module;score.flat,No,0,,ScoreModifier,ScoreModifier,None,Source,AdditiveBonus=10,Permanent,Validation directe PersistentScoreModifier.,None,Bon module baseline.
validated,ReadyNow,B2,module.flat.small_bonus,Petit Bonus,Module,Common,4,module;score.flat;build.low,No,0,,PostScoreCalculation,AddScoreFlat,DieValueEquals 1,Source,Amount=15 per matching die,Round,Created and validated in B2 unlocked pass.,None,Tres lisible.
validated,ReadyNow,B2,module.flat.big_bonus,Gros Bonus,Module,Common,4,module;score.flat;value.six,No,0,,PostScoreCalculation,AddScoreFlat,DieValueEquals 6,Source,Amount=20 per matching die,Round,Created and validated in B2 unlocked pass.,None,
validated,ReadyNow,B2,module.flat.even_counter,Compteur Pair,Module,Common,4,module;score.flat;build.even,No,0,,PostScoreCalculation,AddScoreFlat,Each even die,Source,Amount=8 per even die,Round,Created and validated in B2 unlocked pass.,None,"Simple, mais ajouter condition parity propre."
validated,ReadyNow,B2,module.flat.odd_counter,Compteur Impair,Module,Common,4,module;score.flat;build.odd,No,0,,PostScoreCalculation,AddScoreFlat,Each odd die,Source,Amount=8 per odd die,Round,Created and validated in B2 unlocked pass.,None,
validated,ReadyNow,B2,module.flat.clean_table,Table Propre,Module,Common,4,module;score.flat;safe,No,0,,ScoreModifier,AddScoreFlat,No die <= 0,Source,Amount=25,Round,Created and validated in B2 unlocked pass.,None,Bon contrepoids au risque.
validated,ReadyNow,B2,module.flat.bad_start,Mauvais Début,Module,Common,4,module;score.flat;position.hand,No,0,,PostScoreCalculation,AddScoreFlat,First die <= 2,Source,Amount=40,Round,"Premier dé = index main 0, pas premier lancé physique.",None,Lisible si UI ordonne les dés.
blocked,NeedsMechanicUIFlow,B2,module.flat.last_hope,Dernier Espoir,Module,Common,4,module;score.flat;position.hand,No,0,,PostScoreCalculation,AddScoreFlat,Last rolled die,Source,Amount=30,Round,"Non cree B2: dernier de lance/rerolled demande un vrai suivi ordre de roll, pas un slot de main.",Needs roll-order/last-rerolled event tracking in dice component/round flow; hand index is not last rolled.,Potentiellement ambigu.
validated,ReadyNow,B2,module.flat.stable_hand,Main Stable,Module,Common,5,module;score.flat;stable,No,0,,ScoreModifier,AddScoreFlat,All dice between 2 and 5,Source,Amount=50,Round,Created and validated in B2 unlocked pass.,None,Bon reward de stabilité.
validated,ReadyNow,B2,module.flat.guaranteed_minimum,Minimum Garanti,Module,Common,4,module;score.flat;catchup,No,0,,PostScoreCalculation,AddScoreFlat,Raw score < 20,Source,Amount=40,Round,Created and validated in B2 unlocked pass.,None,Bon anti-frustration.
validated,ReadyNow,B2,module.flat.presence_bonus,Bonus de Présence,Module,Common,4,module;score.flat;dice_count,No,0,,ScoreModifier,AddScoreFlat,None,Source,Amount=5*OwnedDiceCount,Round,Created and validated in B2 unlocked pass.,None,Soutient expansion loadout.
validated,TestCarefully,B2,module.flat.collector,Collectionneur,Module,Common,5,module;score.flat;collection,No,0,,ScoreModifier,AddScoreFlat,None,Source,Amount=10*DistinctDiceTypes,Round,Validated B2: AmountPerDistinctOwnedDiceType inventory scalar; DataValidation/Automation/smoke OK.,Resolved: distinct owned dice type count supported by inventory component.,Bon build variété.
validated,TestCarefully,B2,module.flat.monomaniac,Monomaniaque,Module,Common,5,module;score.flat;collection,No,0,,ScoreModifier,AddScoreFlat,None,Source,Amount=15*MostRepeatedDiceIdCount,Round,Validated B2: AmountPerMostRepeatedOwnedDiceType inventory scalar; DataValidation/Automation/smoke OK.,Resolved: most repeated owned dice type count supported by inventory component.,Bon opposé de Collectionneur.
validated,ReadyNow,B2,module.mult.basic_multiplier,Multiplicateur Basique,Module,Common,5,module;score.multiplier,No,0,,ScoreModifier,ScoreModifier,None,Source,Multiplier=1.2,Permanent,Validation directe PersistentScoreModifier.,None,Baseline mult.
validated,ReadyNow,B2,module.mult.sixth_sense,Sixième Sens,Module,Uncommon,6,module;score.multiplier;value.six,No,0,,ScoreModifier,MultiplyScore,HasAtLeastMatchingDice value=6 count=1,Source,Multiplier=1.5,Round,Verifier condition sur EffectiveValue.,None,Tres lisible.
validated,ReadyNow,B2,module.mult.double_even,Double Pair,Module,Uncommon,6,module;score.multiplier;build.even,No,0,,ScoreModifier,MultiplyScore,At least two even dice,Source,Multiplier=1.4,Round,Created and validated in B2 unlocked pass.,None,
validated,ReadyNow,B2,module.mult.full_table,Full Table,Module,Uncommon,7,module;score.multiplier;combo,No,0,,ScoreModifier,MultiplyScore,All dice used in combination,Source,Multiplier=2,Round,Validated B2: bAllDiceUsedBySelectedCombo smoke covers two-pair full-table hand.,Resolved: combination result exposes matched die indexes and all-dice-used flag.,Tres bon mais demande breakdown combo.
validated,ReadyNow,B2,module.mult.high_voltage,Haute Tension,Module,Uncommon,6,module;score.multiplier;raw_score,No,0,,ScoreModifier,MultiplyScore,Raw score > 30,Source,Multiplier=1.5,Round,Created and validated in B2 unlocked pass.,None,
validated,ReadyNow,B2,module.mult.precision,Précision,Module,Uncommon,7,module;score.multiplier;reroll,No,0,,ScoreModifier,MultiplyScore,RerollsUsed == 0,Source,Multiplier=1.8,Round,Created and validated in B2 unlocked pass.,Existing RerollsUsedCondition supports.,Tres fort; cout a surveiller.
validated,ReadyNow,B2,module.mult.relentless,Acharnement,Module,Uncommon,6,module;score.multiplier;reroll,No,0,,ScoreModifier,MultiplyScore,RerollsUsed == RerollLimit,Source,Multiplier=1.6,Round,Condition exacte utilise toutes relances.,None,
todo,NeedsMechanicUIFlow,B8,module.mult.perfect_rhythm,Rythme Parfait,Module,Rare,8,module;score.multiplier;time,No,0,,ScoreModifier,MultiplyScore,Turn duration < 5s,Source,Multiplier=1.5,Round,Besoin timer par tour.,Timer missing.,Reporter.
validated,ReadyNow,B2,module.mult.calculated_move,Coup Calculé,Module,Uncommon,7,module;score.multiplier;reroll,No,0,,ScoreModifier,MultiplyScore,RerollsRemaining == 0,Source,Multiplier=1.7,Round,Equivalent a toutes relances utilisees si limite fixe.,Remaining rerolls not directly in condition.,
todo,TestCarefully,B6,module.mult.medium_bet,Pari Moyen,Module,Uncommon,6,module;score.multiplier;ranking;delayed,No,0,,Ranking;RoundStart,AddTemporaryScoreModifier,Source rank == 2,Source,NextRoundMultiplier=1.5,1 round,Verifier buff prochain round et reset.,Delayed next-round buff storage needed.,"Interessant, mais ne doit pas encourager anti-jeu."
validated,ReadyNow,B2,module.combo.paid_pair,Paire Payante,Module,Uncommon,5,module;combo;score.flat,No,0,,PostCombinationEvaluation,AddScoreFlat,Each Pair,Source,Amount=30 per pair,Round,Created and validated in B2 unlocked pass.,None,
validated,ReadyNow,B2,module.combo.two_pair,Double Paire,Module,Uncommon,7,module;combo;score.multiplier,No,0,,ScoreModifier,MultiplyScore,HasCombinationType TwoPair,Source,Multiplier=2,Round,Valider enum TwoPair.,None,
validated,ReadyNow,B2,module.combo.brutal_triple,Brelan Brutal,Module,Uncommon,7,module;combo;score.flat,No,0,,PostCombinationEvaluation,AddScoreFlat,HasCombinationType ThreeOfAKind,Source,Amount=100,Round,Created and validated in B2 unlocked pass.,Combination result may choose best only; full house might hide brelan.,
validated,ReadyNow,B2,module.combo.royal_square,Carré Royal,Module,Rare,10,module;combo;score.multiplier,No,0,,ScoreModifier,MultiplyScore,HasCombinationType FourOfAKind,Source,Multiplier=3,Round,Valider FourOfAKind.,None,
validated,ReadyNow,B2,module.combo.five_identical,Cinq Identiques,Module,Epic,14,module;combo;score.multiplier,Yes,1,,ScoreModifier,MultiplyScore,HasCombinationType FiveOfAKind,Source,Multiplier=8,Round,Tres fort; verifier caps.,None,Peut finir des rounds; garder rare.
validated,ReadyNow,B2,module.combo.short_straight,Suite Courte,Module,Uncommon,6,module;combo;straight;score.flat,No,0,,PostCombinationEvaluation,AddScoreFlat,HasCombinationType StraightSmall,Source,Amount=50,Round,Created and validated in B2 unlocked pass.,Evaluator enum exists.,
validated,ReadyNow,B2,module.combo.long_straight,Suite Longue,Module,Rare,10,module;combo;straight;score.multiplier,No,0,,ScoreModifier,MultiplyScore,HasCombinationType StraightLarge,Source,Multiplier=4,Round,Created and validated in B2 unlocked pass.,Evaluator enum exists.,
validated,ReadyNow,B2,module.combo.full_house,Full House,Module,Rare,10,module;combo;score.flat;score.multiplier,No,0,,PostCombinationEvaluation;ScoreModifier,AddScoreFlat;MultiplyScore,HasCombinationType FullHouse,Source,Amount=150; Multiplier=2,Round,Tester double effect order.,None,Tres puissant mais lisible.
todo,NeedsMechanicUIFlow,B7,module.combo.aligned_dice,Dés Alignés,Module,Rare,9,module;combo;position.order,No,0,,ScoreModifier,MultiplyScore,Dice ordered ascending by hand/placement,Source,Multiplier=2,Round,Clarifier ordre main vs ordre spatial.,Ordering/placement condition missing.,Bon avec Architecte plus tard.
validated,ReadyNow,B2,module.combo.symmetry,Symétrie,Module,Rare,9,module;combo;pattern,No,0,,ScoreModifier,MultiplyScore,Dice values are palindrome,Source,Multiplier=3,Round,"Validated B2: palindrome hand smoke [2,5,5,2] applies multiplier.",Resolved: DiceValuesPalindrome condition supported in hand-index order.,Original et lisible avec UI.
validated,ReadyNow,B2,module.combo.double_six,Double Six,Module,Uncommon,7,module;combo;value.six;score.flat,No,0,,PostScoreCalculation,AddScoreFlat,HasAtLeastMatchingDice value=6 count=2,Source,Amount=100,Round,Verifier n'active qu'une fois.,None,
validated,ReadyNow,B2,module.combo.triple_six,Triple Six,Module,Rare,10,module;combo;value.six;score.multiplier,No,0,,ScoreModifier,MultiplyScore,HasAtLeastMatchingDice value=6 count=3,Source,Multiplier=4,Round,Verifier n'active qu'une fois.,None,
validated,ReadyNow,B2,module.combo.bad_hand,Mauvaise Main,Module,Common,4,module;combo;catchup;economy,No,0,,PostCombinationEvaluation;Reward,AddScoreFlat;AddGold,Combination None or HighDice only,Source,Amount=40; Gold=4,Round,Definir aucun combo = None/HighDice.,None,Bon anti-frustration.
validated,TestCarefully,B2,module.combo.all_or_nothing,Tout ou Rien,Module,Rare,9,module;combo;risk;score.multiplier,No,0,,ScoreModifier,MultiplyScore,FourOfAKind ? else,Source,Multiplier=5 else 0.7,Round,"Validated B2: implemented as two MultiplyScore effects, FourOfAKind and inverted FourOfAKind else.",Resolved: inverted condition gives explicit else branch.,Bon mais frustrant; afficher risque.
validated,ReadyNow,B4,module.economy.piggy_bank,Tirelire,Module,Common,4,module;economy;income,No,0,,Reward,AddGold,None,Source,Amount=2,Round,Created in B4; reward gold remains under economy cap rules.,None,
validated,ReadyNow,B4,module.economy.interests,Intérêts,Module,Uncommon,6,module;economy;interest,No,0,,RoundStart,ModifyInterestInterval;ModifyInterestBonus,None,Source,Interval=5; Bonus=1,Permanent,Created in B4; RoundStart applies persistent interest modifiers before reward economy.,None,Risque de snowball si cumule avec interet base.
validated,ReadyNow,B4,module.economy.private_bank,Banque Privée,Module,Rare,9,module;economy;score.flat;gold_scaling,No,0,,ScoreModifier,AddScoreFlat,None,Source,Amount=5*CurrentGold,Round,Created in B4 completion; AmountPerGold current-gold score scalar is covered by targeted test.,None,Fort avec economie.
validated,ReadyNow,B4,module.economy.capitalism,Capitalisme,Module,Rare,10,module;economy;score.multiplier;gold_scaling,No,0,,ScoreModifier,MultiplyScore,None,Source,Multiplier=1.1 per 10 gold,Round,Created in B4 completion; MultiplierPerGoldTier with GoldTierSize is covered by targeted test.,None,Tres snowball; cap recommande.
validated,ReadyNow,B4,module.economy.cheapskate,Radin,Module,Common,4,module;economy;shop_skipped,No,0,,ShopSkipped,AddGold,No purchase in shop,Source,Amount=8,Round,Created in B4; ShopSkipped gold covered by targeted test.,None,Bon choix economie.
blocked,NeedsMechanicUIFlow,B4,module.economy.big_spender,Flambeur,Module,Uncommon,6,module;economy;delayed;spend_all,No,0,,PostPurchase;RoundStart,AddTemporaryScoreModifier,Gold becomes 0 after purchase,Source,NextRoundMultiplier=2,1 round,Reclassed in B4 completion: not created because spend-all exact purchase detection plus delayed next-round buff is not yet reliable.,Needs exact gold-zero purchase event and delayed next-round score buff state.,Peut encourager all-in amusant.
todo,NeedsMechanicUIFlow,B9,module.economy.investor,Investisseur,Module,Rare,8,module;economy;persistent_score,No,0,,PostPurchase,CustomPermanentScoreBonus,Purchased item type Module,Source,PermanentAdditive += 5,Permanent,Besoin state permanent par player/module.,Permanent score modifier mutation missing.,Bon scaling long terme.
validated,ReadyNow,B4,module.economy.cashback,Cashback,Module,Uncommon,6,module;economy;shop;dice,No,0,,PostPurchase,AddShopCashbackPercent,ShopItemTag item.dice,Source,Percent=30,Purchase,Created in B4; dice-item cashback covered by targeted test.,None,
validated,ReadyNow,B4,module.economy.bargaining,Marchandage,Module,Uncommon,6,module;economy;shop;discount,No,0,,PrePriceResolve,AddShopDiscountPercent,First shop/purchase each round,Source,Percent=25,Purchase,Created in B4; first-purchase discount covered by targeted test.,None,
validated,ReadyNow,B4,module.economy.coupon,Coupon,Module,Rare,9,module;economy;shop;free,No,0,,PostShopGenerate,MakeShopOfferFree,Random generated offer once per shop,ShopOffer,One generated shop offer marked free,Shop,Created in B4 completion; PostShopGenerate marks exactly one generated offer free per shop.,None,Tres fort; limiter a 1.
validated,ReadyNow,B4,module.economy.inflation,Inflation,Module,Rare,8,module;economy;shop;surcharge;income,No,0,,PrePriceResolve;Reward,AddShopSurchargePercent;AddGold,None,Source,Prices+10%; ExtraGold=10% of base+interest reward gold,Permanent,Created in B4 completion; shop surcharge plus percent-of-round-gold reward scalar are data-driven.,None,Effet global a bien telegraphier.
validated,ReadyNow,B4,module.economy.debt,Dette,Module,Rare,9,module;economy;debt;score.multiplier,No,0,,RoundStart;ScoreModifier,ModifyDebtLimit;MultiplyScore,CurrentGold < 0,Source,DebtLimit=-20; Multiplier=1.5,Permanent,Created in B4; debt limit and negative-gold multiplier covered by targeted tests.,None,Bonne mécanique si dette lisible.
validated,ReadyNow,B4,module.economy.loan_shark,Usurier,Module,Uncommon,6,module;economy;debt;income,No,0,,PostPurchase;Reward,AddGold;SpendGold,None,Source,ImmediateGold=15; SpendPerRound=3,Permanent,Created in B4 completion; acquired module PostPurchase effects now execute and reward repayment is data-driven.,None,Simple mais punitif.
validated,ReadyNow,B4,module.economy.minor_jackpot,Jackpot Mineur,Module,Uncommon,7,module;economy;chance;value.six,No,0,,Reward,AddGold,Each 6; ChancePercentage 20,Source,Amount=10 per proc,Round,Created in B4 completion; per-matching-die chance loop is implemented for value 6 procs.,None,Synergie avec Trefle propose.
todo,NeedsMechanicUIFlow,B7,module.economy.forced_sale,Vente Forcée,Module,Rare,8,module;economy;sell;dice,No,0,,ConsumableUse;Shop,SellDie,Once per round; selected owned die,Source,Gold=2*DieCost,Round,Besoin action UI vendre un dé.,SellDie exists but price lookup/action UI missing.,Potentiellement dangereux pour joueurs novices.
validated,ReadyNow,B4,module.economy.minimum_wage,Salaire Minimum,Module,Common,4,module;economy;ranking;catchup,No,0,,Ranking,AddGold,Rank == last,Source,Amount=8,Round,"Created in B4 completion; dynamic LastRank condition is player-count aware for 2, 3, and 4 players.",None,Bon catch-up.
validated,ReadyNow,B4,module.economy.victory_bonus,Prime de Victoire,Module,Common,4,module;economy;ranking,No,0,,Ranking,AddGold,Rank == 1,Source,Amount=5,Round,Created in B4; fixed rank 1 condition is supported.,None,Reward leader; surveiller snowball.
validated,ReadyNow,B4,module.economy.outsider_bonus,Bonus d’Outsider,Module,Uncommon,6,module;economy;catchup;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Source has least gold,Source,Multiplier=1.5,Round,Created in B4 completion; lowest-gold condition supports ties and is covered by targeted test.,None,Bon anti-leader.
validated,ReadyNow,B2,module.rarity.common_fan,Amateur de Commun,Module,Uncommon,6,module;rarity;common;score.flat,No,0,,ScoreModifier,AddScoreFlat,Each owned common die,Source,Amount=10 per common die,Round,Validated B2: owned common die rarity count scalar supported.,Resolved: owned dice rarity count supported by inventory component.,Bon si dés communs restent viables.
validated,TestCarefully,B2,module.rarity.rare_collection,Collection Rare,Module,Rare,9,module;rarity;rare;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Each owned rare die,Source,Multiplier=1.2 per rare die,Round,Validated B2: uses exponential MultiplierPerOwnedDiceRarityCount = 1.2^rareCount; balance remains TestCarefully.,Resolved: owned rare dice multiplier scalar supported.,Risque de snowball rare.
validated,TestCarefully,B2,module.rarity.luxury,Luxe,Module,Rare,9,module;rarity;epic;legendary;score.flat,No,0,,ScoreModifier,AddScoreFlat,Each owned epic or legendary item,Source,Amount=50 per item,Round,"Validated B2: item count means owned dice + active modules + consumables, Epic+.",Resolved: owned item rarity at-least count supported.,Clarifier objet = inventory complet.
validated,ReadyNow,B2,module.rarity.poor_but_proud,Pauvre Mais Fier,Module,Uncommon,7,module;rarity;common_only;score.multiplier,No,0,,ScoreModifier,MultiplyScore,No owned die Rare+,Source,Multiplier=2,Round,Validated B2: no owned Rare+ die condition uses OwnedDiceRarityAtLeastCount == 0.,Resolved: owned dice rarity threshold condition supported.,Bon build low-cost.
blocked,blocked,B2,module.rarity.snob,Snob,Module,Rare,9,module;rarity;score_override,No,0,,PreScoreCalculation;ScoreModifier,SetDieScoreContributionValue;MultiplyScore,Common dice; Rare+ dice,Source,CommonScore=0; RarePlusMultiplier=2,Round,Non cree B2: support propre demande ciblage par rarete de chaque de et breakdown clair des des communs a 0.,Needs per-die rarity targeting plus zero score-contribution override/UX breakdown; too large for clean B2 DataAsset.,Fortement transformant; a garder rare.
validated,ReadyNow,B4,module.rarity.niche_market,Marché de Niche,Module,Uncommon,6,module;rarity;shop;discount;score.flat,No,0,,PrePriceResolve;ScoreModifier,AddShopDiscountPercent;AddScoreFlat,ShopItemRarity Uncommon,Source,Discount=20; Add=10,Permanent,Created in B4 completion; uncommon shop discount and flat score effect use supported rarity/shop conditions.,None,
validated,TestCarefully,B2,module.rarity.relics,Reliques,Module,Epic,14,module;rarity;legendary;score.flat,Yes,1,,ScoreModifier,AddScoreFlat,Each owned legendary module,Source,Amount=100 per legendary module,Round,Validated B2: active legendary module count scalar; shared pool stock 1.,Resolved: owned active module rarity count supported.,Peut devenir win-more.
validated,TestCarefully,B2,module.rarity.perfect_balance,Équilibre Parfait,Module,Epic,14,module;rarity;set;score.multiplier,Yes,1,,ScoreModifier,MultiplyScore,At least one die Common Uncommon Rare Epic,Source,Multiplier=3,Round,"Validated B2: requires exact Common, Uncommon, Rare and Epic owned dice; Legendary does not substitute Epic.",Resolved: rarity set represented by multiple owned dice rarity count conditions.,Très bon objectif build.
todo,NeedsMechanicUIFlow,B6,module.rarity.monopoly,Monopole,Module,Rare,9,module;rarity;competitive;economy,No,0,,Reward,AddGold,Source owns more rare dice than every opponent,Source,Amount=10,Round,Besoin comparaison inventaires adverses.,Opponent inventory comparison missing.,Indirect competition correcte.
validated,ReadyNow,B4,module.reroll.free_reroll,Relance Gratuite,Module,Common,5,module;reroll;limit,No,0,,RoundStart,ModifyRerollLimit,None,Source,Amount=1,Round,Created in B4; reroll limit modifier covered by targeted test.,None,
blocked,NeedsMechanicUIFlow,B4,module.reroll.paid_reroll,Relance Payante,Module,Common,4,module;reroll;economy;action,No,0,,PreReroll,SpendGold;AddReroll,Player buys reroll,Source,Cost=3; Reroll=1,Immediate,Reclassed in B4 completion: not created because buying an extra reroll needs a real player command/action flow.,Paid reroll command and spend gating are missing.,Simple si bouton clair.
validated,ReadyNow,B4,module.reroll.profitable_reroll,Relance Rentable,Module,Common,5,module;reroll;score.flat,No,0,,PostReroll,AddTemporaryScoreModifier,Each reroll used,Source,Amount=10,Round,Created in B4 as temporary score modifier on PostReroll so it persists to scoring.,None,
validated,ReadyNow,B4,module.reroll.dangerous_reroll,Relance Dangereuse,Module,Uncommon,6,module;reroll;risk;score.multiplier,No,0,,PostReroll,AddTemporaryScoreModifier,Each reroll used,Source,Multiplier*=1.2; Additive=-5 per reroll,Round,Created in B4; additive negative plus multiplier stack covered by targeted test.,None,
validated,ReadyNow,B4,module.reroll.one_more,Encore Une,Module,Uncommon,6,module;reroll;refund,No,0,,PostReroll,AddReroll,Reroll changed no dice values,Source,Amount=1,Immediate,Created in B4 completion; reroll no-value-change delta grants reroll and is covered by targeted test.,None,Bonne compensation variance.
validated,ReadyNow,B4,module.reroll.master,Reroll Master,Module,Uncommon,7,module;reroll;modify_die,No,0,,PostReroll,ModifyDieValue,First die rerolled this round,SourceDie,Amount=3,Round,Created in B4 completion; first-rerolled-die tracking targets the first rerolled die this round.,None,
blocked,NeedsMechanicUIFlow,B4,module.reroll.free_lock,Verrouillage Gratuit,Module,Common,4,module;reroll;lock,No,0,,RoundStart,SetDieCanBeLocked,None,Source,FreeLock=true,Round,Reclassed in B4 completion: not created because lock cost is not modeled; current lock flow would make this a no-op.,Lock cost/free-lock system is missing or redundant.,A reconsiderer si lock gratuit par design.
validated,ReadyNow,B4,module.reroll.determination,Détermination,Module,Uncommon,7,module;reroll;die_history;score.multiplier,No,0,,PostReroll;ScoreModifier,MultiplyScore,Same die rerolled twice,SourceDie,Multiplier=2,Round,Created in B4 completion; per-die reroll count condition is covered by targeted test.,None,
validated,ReadyNow,B4,module.reroll.frustration,Frustration,Module,Common,5,module;reroll;score.flat,No,0,,PostReroll,AddTemporaryScoreModifier,A die value decreased after reroll,Source,Amount=15 per decreased die,Round,Created in B4 completion; value-decreased reroll delta scalar creates temporary score for scoring phase.,None,Bon anti-frustration.
validated,ReadyNow,B4,module.reroll.greed_roll,Greed Roll,Module,Common,5,module;reroll;economy,No,0,,Reward,AddGold,Unused rerolls > 0,Source,Amount=3*UnusedRerolls,Round,Created in B4 after adding AmountPerUnusedReroll scalar; covered by targeted test.,None,
blocked,NeedsMechanicUIFlow,B4,module.reroll.last_chance,Dernière Chance,Module,Uncommon,7,module;reroll;score.multiplier,No,0,,PostReroll,AddTemporaryScoreModifier,Last reroll used,BestDie,Multiplier=2 on best die,Round,Reclassed in B4 completion: not created because last-reroll plus best-die contribution targeting is not modeled cleanly.,Needs last-reroll detection and per-die best contribution multiplier.,
blocked,NeedsMechanicUIFlow,B4,module.reroll.cursed_reroll,Relance Maudite,Module,Rare,8,module;reroll;risk;curse,No,0,,RoundStart;PostReroll,ModifyRerollLimit;SetDieValue,Each reroll chance,SourceDie,RerollLimit+2; Chance reduce random die to 0,Round,Reclassed in B4 completion: not created because random die reroll/mutation during PostReroll needs a bounded action flow.,Random die reroll effect on reroll hook is missing.,Bon risque mais doit etre clair.
todo,NeedsMechanicUIFlow,B7,module.position.left_side,Côté Gauche,Module,Rare,8,module;position;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Leftmost die,SourceDie,Multiplier=2,Round,Besoin notion gauche sur plateau.,Table/hand spatial ordering missing.,Tres coherent avec table.
todo,NeedsMechanicUIFlow,B7,module.position.right_side,Côté Droit,Module,Rare,8,module;position;score.flat,No,0,,PostScoreCalculation,AddScoreFlat,Rightmost die,SourceDie,Amount=50,Round,Besoin notion droite sur plateau.,Table/hand spatial ordering missing.,
todo,NeedsMechanicUIFlow,B7,module.position.table_center,Centre de Table,Module,Rare,8,module;position;score.flat,No,0,,PostScoreCalculation,AddScoreFlat,Dice in center zone,Source,Amount=20 per center die,Round,Besoin zones de plateau.,Dice spatial zones missing.,
todo,NeedsMechanicUIFlow,B7,module.position.formation,Formation,Module,Rare,9,module;position;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Dice in line without gap,Source,Multiplier=1.5,Round,Besoin detection geometrique robuste.,Geometry condition missing.,
todo,NeedsMechanicUIFlow,B7,module.position.triangle,Triangle,Module,Epic,12,module;position;geometry;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Three selected dice form triangle,Source,Multiplier=2,Round,Selection et geometric validation a definir.,Spatial selection UI missing.,"Bon pour table physique, tardif."
todo,NeedsMechanicUIFlow,B7,module.position.ritual_circle,Cercle Rituel,Module,Epic,12,module;position;geometry;consumable;economy,No,0,,Reward,AddGold,Dice surround a consumable,Source,Amount=5,Round,Besoin consommables places physiquement.,Consumable table placement missing.,Tres thematique mais exigeant.
todo,NeedsMechanicUIFlow,B7,module.position.hidden_face,Face Cachée,Module,Rare,9,module;position;hidden;score.multiplier,No,0,,ScoreModifier;PreReroll,MultiplyScore;SetDieCanBeRerolled,Hidden die,SourceDie,Multiplier=2; CanReroll=false,Round,Besoin etat cache/revele local.,Hidden visibility system missing.,Peut créer confusion en local multiplayer.
todo,NeedsMechanicUIFlow,B7,module.position.exposed_die,Dé Exposé,Module,Uncommon,6,module;position;visible;score.flat,No,0,,PostScoreCalculation,AddScoreFlat,Die visible by all,SourceDie,Amount=25,Round,Besoin état visible par tous.,Visibility system missing.,
todo,NeedsMechanicUIFlow,B6,module.position.intimidation,Intimidation,Module,Rare,8,module;position;opponent;negative,No,0,,PostScoreCalculation,AddScoreFlat,Source has a 6,OppositePlayer,Amount=-10,Round,Besoin mapping joueur en face.,Table seat relation target rule missing.,Interaction faible mais claire.
todo,NeedsMechanicUIFlow,B6,module.position.lateral_pressure,Pression Latérale,Module,Rare,9,module;position;opponent;negative;combo,No,0,,PostCombinationEvaluation,StealScore,Each pair formed,LeftAndRightPlayers,Amount=5 per pair,Round,Besoin joueurs gauche/droite et count paires.,Seat relation and per-pair count missing.,Limiter pour ne pas trop punir.
todo,NeedsMechanicUIFlow,B6,module.competitive.point_thief,Voleur de Points,Module,Rare,8,module;competitive;steal_score;value.six,No,0,,PostScoreCalculation,StealScore,Source has a 6,LeadingPlayer,Amount=10,Round,Target leader au moment scoring a definir.,Leading player target rule missing until ranking snapshot.,Interaction moderee.
todo,NeedsMechanicUIFlow,B6,module.competitive.light_saboteur,Saboteur Léger,Module,Rare,8,module;competitive;sabotage;negative,No,0,,Action,ModifyDieValue,Once per round; visible opponent die,OpponentSelectedDie,Amount=-1,Round,Besoin UI cible dé adverse visible.,Opponent visible die targeting missing.,Attention negative interaction.
todo,ReadyNow,B6,module.competitive.luxury_tax,Taxe de Luxe,Module,Uncommon,7,module;competitive;economy;richest,No,0,,Reward,SpendGold;AddGold,Richest player,RichestPlayer;Source,TargetSpend=2; SourceAdd=1,Round,Verifier si source est aussi le plus riche.,Multi target same effect needs care.,Catch-up indirect acceptable.
todo,TestCarefully,B6,module.competitive.threatening_look,Regard Menaçant,Module,Uncommon,6,module;competitive;reroll;score.flat,No,0,,ScoreModifier,AddScoreFlat,Any opponent rerolled more than source,Source,Amount=30,Round,Besoin comparer compteurs relance adverses.,Opponent reroll count comparison missing.,
todo,TestCarefully,B6,module.competitive.jealous_copycat,Copieur Jaloux,Module,Rare,9,module;competitive;copy;score.flat,No,0,,ScoreModifier,AddScoreFlat,Best player's flat bonus exists,Source,Amount=25% best flat bonus,Round,Besoin exposer breakdown bonus plat par joueur.,Opponent score breakdown copy missing.,Peut etre opaque.
todo,NeedsMechanicUIFlow,B6,module.competitive.rivalry,Rivalité,Module,Rare,8,module;competitive;rival;economy,No,0,,RoundStart;Ranking,AddGold,Chosen rival beaten this round,TargetOpponent,Amount=10,Round,Besoin UI choisir rival.,Rival selection persistence missing.,Bonne histoire locale.
todo,TestCarefully,B6,module.competitive.last_word,Dernier Mot,Module,Uncommon,6,module;competitive;turn_order;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Source plays after all others,Source,Multiplier=1.5,Round,Definir ordre de jeu en phase simultanee.,Turn order state missing if simultaneous.,
